reserve_visit_date,store_id,sum_reserve_visitors,air_store_id,visit_date,visitors
2016-11-20,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-11-20,22
2016-11-21,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-11-21,18
2016-12-09,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-12-09,18
2016-12-10,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-12-10,25
2016-12-20,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-12-20,10
2016-12-30,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2016-12-30,41
2017-01-06,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-01-06,14
2017-01-15,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-01-15,22
2017-01-28,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-01-28,19
2017-02-01,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-02-01,15
2017-03-15,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-03-15,16
2017-03-26,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-03-26,45
2017-03-30,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-03-30,12
2017-04-11,air_12c4fb7a423df20d,8,air_12c4fb7a423df20d,2017-04-11,18
2016-02-17,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-02-17,36
2016-04-13,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-04-13,31
2016-04-24,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-04-24,27
2016-05-28,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-05-28,38
2016-12-02,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-12-02,29
2016-12-06,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2016-12-06,19
2017-01-22,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-01-22,18
2017-02-15,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-02-15,25
2017-03-01,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-03-01,23
2017-03-12,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-03-12,11
2017-03-17,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-03-17,46
2017-04-05,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-04-05,38
2017-04-09,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-04-09,31
2017-04-16,air_68c1de82037d87e6,8,air_68c1de82037d87e6,2017-04-16,24
2016-03-02,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-03-02,8
2016-03-08,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-03-08,12
2016-03-17,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-03-17,15
2016-03-18,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-03-18,12
2016-03-26,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-03-26,9
2016-04-23,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-04-23,18
2016-04-30,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-04-30,8
2016-12-08,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-12-08,25
2016-12-12,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-12-12,10
2016-12-21,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2016-12-21,18
2017-02-28,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-02-28,6
2017-03-06,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-03-06,8
2017-03-17,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-03-17,15
2017-04-06,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-04-06,14
2017-04-10,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-04-10,17
2017-04-21,air_0b184ec04c741a6a,8,air_0b184ec04c741a6a,2017-04-21,13
2016-11-27,air_602ca92c0db34f8f,8,air_602ca92c0db34f8f,2016-11-27,35
2017-02-26,air_602ca92c0db34f8f,8,air_602ca92c0db34f8f,2017-02-26,28
2017-04-08,air_602ca92c0db34f8f,8,air_602ca92c0db34f8f,2017-04-08,30
2016-11-15,air_e5cf003abcc5febb,8,air_e5cf003abcc5febb,2016-11-15,13
2017-03-22,air_138ff410757b845f,8,air_138ff410757b845f,2017-03-22,24
2016-01-05,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2016-01-05,15
2016-01-24,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2016-01-24,32
2016-03-10,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2016-03-10,25
2016-04-10,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2016-04-10,15
2017-01-16,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2017-01-16,19
2017-02-09,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2017-02-09,26
2017-02-19,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2017-02-19,28
2017-04-10,air_a083834e7ffe187e,8,air_a083834e7ffe187e,2017-04-10,16
2016-07-05,air_1408dd53f31a8a65,8,air_1408dd53f31a8a65,2016-07-05,16
2016-12-19,air_1408dd53f31a8a65,8,air_1408dd53f31a8a65,2016-12-19,19
2017-04-02,air_1408dd53f31a8a65,8,air_1408dd53f31a8a65,2017-04-02,12
2016-02-02,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-02-02,11
2016-03-08,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-03-08,13
2016-03-15,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-03-15,18
2016-05-19,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-05-19,9
2016-06-01,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-06-01,19
2016-11-07,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2016-11-07,21
2017-01-15,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2017-01-15,10
2017-04-04,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2017-04-04,13
2017-04-09,air_3c05c8f26c611eb9,8,air_3c05c8f26c611eb9,2017-04-09,16
2017-01-26,air_9b6af3db40da4ae2,8,air_9b6af3db40da4ae2,2017-01-26,20
2017-02-16,air_9b6af3db40da4ae2,8,air_9b6af3db40da4ae2,2017-02-16,15
2017-03-13,air_9b6af3db40da4ae2,8,air_9b6af3db40da4ae2,2017-03-13,14
2016-11-02,air_e053c561f32acc28,8,air_e053c561f32acc28,2016-11-02,20
2016-12-27,air_e053c561f32acc28,8,air_e053c561f32acc28,2016-12-27,26
2017-01-03,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-01-03,32
2017-01-22,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-01-22,23
2017-02-01,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-02-01,16
2017-02-09,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-02-09,18
2017-02-12,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-02-12,29
2017-03-03,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-03-03,30
2017-03-06,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-03-06,13
2017-03-31,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-03-31,16
2017-04-09,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-04-09,11
2017-04-13,air_e053c561f32acc28,8,air_e053c561f32acc28,2017-04-13,10
2016-01-25,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2016-01-25,10
2016-02-18,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2016-02-18,20
2016-05-19,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2016-05-19,17
2017-01-10,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-01-10,15
2017-02-16,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-02-16,8
2017-03-10,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-03-10,17
2017-03-16,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-03-16,8
2017-03-23,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-03-23,25
2017-04-21,air_54ed43163b7596c4,8,air_54ed43163b7596c4,2017-04-21,22
2016-10-29,air_ccd19a5bc5573ae5,8,air_ccd19a5bc5573ae5,2016-10-29,59
2016-12-03,air_ccd19a5bc5573ae5,8,air_ccd19a5bc5573ae5,2016-12-03,57
2016-12-18,air_ccd19a5bc5573ae5,8,air_ccd19a5bc5573ae5,2016-12-18,66
2017-02-15,air_ccd19a5bc5573ae5,8,air_ccd19a5bc5573ae5,2017-02-15,19
2017-03-14,air_ccd19a5bc5573ae5,8,air_ccd19a5bc5573ae5,2017-03-14,28
2016-01-12,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-01-12,17
2016-01-22,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-01-22,10
2016-01-27,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-01-27,14
2016-04-07,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-04-07,13
2016-04-30,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-04-30,11
2016-10-29,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-10-29,12
2016-12-04,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-12-04,14
2016-12-11,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-12-11,11
2016-12-16,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-12-16,11
2016-12-24,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-12-24,20
2016-12-30,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2016-12-30,20
2017-01-20,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-01-20,11
2017-01-21,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-01-21,17
2017-01-24,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-01-24,11
2017-02-15,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-02-15,10
2017-03-07,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-03-07,13
2017-03-09,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-03-09,13
2017-04-22,air_142e78ba7001da9c,8,air_142e78ba7001da9c,2017-04-22,21
2016-11-26,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2016-11-26,10
2016-12-14,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2016-12-14,12
2016-12-16,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2016-12-16,8
2016-12-21,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2016-12-21,8
2017-01-22,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2017-01-22,11
2017-03-23,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2017-03-23,12
2017-04-13,air_83db5aff8f50478e,8,air_83db5aff8f50478e,2017-04-13,17
2016-10-28,air_6836438b543ba698,8,air_6836438b543ba698,2016-10-28,25
2016-11-04,air_6836438b543ba698,8,air_6836438b543ba698,2016-11-04,23
2016-12-03,air_6836438b543ba698,8,air_6836438b543ba698,2016-12-03,24
2016-12-08,air_6836438b543ba698,8,air_6836438b543ba698,2016-12-08,18
2016-12-25,air_6836438b543ba698,8,air_6836438b543ba698,2016-12-25,25
2016-12-31,air_6836438b543ba698,8,air_6836438b543ba698,2016-12-31,17
2017-01-17,air_6836438b543ba698,8,air_6836438b543ba698,2017-01-17,20
2017-01-27,air_6836438b543ba698,8,air_6836438b543ba698,2017-01-27,17
2017-02-04,air_6836438b543ba698,8,air_6836438b543ba698,2017-02-04,27
2017-02-25,air_6836438b543ba698,8,air_6836438b543ba698,2017-02-25,16
2017-03-19,air_6836438b543ba698,8,air_6836438b543ba698,2017-03-19,13
2017-04-01,air_6836438b543ba698,8,air_6836438b543ba698,2017-04-01,26
2017-04-05,air_6836438b543ba698,8,air_6836438b543ba698,2017-04-05,13
2017-04-06,air_6836438b543ba698,8,air_6836438b543ba698,2017-04-06,20
2016-02-11,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-02-11,5
2016-03-11,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-03-11,2
2016-03-22,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-03-22,10
2016-03-31,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-03-31,8
2016-04-09,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-04-09,16
2016-05-08,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-05-08,9
2016-12-22,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2016-12-22,11
2017-02-05,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-02-05,8
2017-02-18,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-02-18,24
2017-03-16,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-03-16,10
2017-04-08,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-04-08,9
2017-04-13,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-04-13,8
2017-04-15,air_9d452a881f7f2bb7,8,air_9d452a881f7f2bb7,2017-04-15,12
2016-10-31,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2016-10-31,6
2016-11-04,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2016-11-04,12
2016-12-09,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2016-12-09,8
2016-12-10,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2016-12-10,11
2016-12-23,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2016-12-23,18
2017-01-01,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2017-01-01,30
2017-03-26,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2017-03-26,18
2017-04-15,air_bebd55ed63ab2422,8,air_bebd55ed63ab2422,2017-04-15,17
2016-02-18,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-02-18,8
2016-02-29,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-02-29,8
2016-03-07,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-03-07,8
2016-04-03,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-04-03,8
2016-04-18,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-04-18,8
2016-05-13,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-05-13,8
2016-06-05,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-06-05,8
2016-06-15,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-06-15,8
2016-06-25,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-06-25,8
2016-07-07,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-07-07,8
2016-11-04,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-11-04,3
2016-11-13,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-11-13,10
2016-11-14,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-11-14,9
2016-12-03,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-12-03,10
2016-12-24,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-12-24,8
2016-12-25,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2016-12-25,8
2017-01-13,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-13,8
2017-01-19,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-19,9
2017-01-20,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-20,10
2017-01-21,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-21,8
2017-01-29,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-29,8
2017-01-30,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-01-30,8
2017-02-10,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-02-10,8
2017-02-26,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-02-26,3
2017-03-09,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-03-09,8
2017-03-10,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-03-10,11
2017-03-26,air_3cad29d1a23209d2,8,air_3cad29d1a23209d2,2017-03-26,8
2017-02-10,air_3440e0ea1b70a99b,8,air_3440e0ea1b70a99b,2017-02-10,43
2017-02-26,air_3440e0ea1b70a99b,8,air_3440e0ea1b70a99b,2017-02-26,32
2016-01-13,air_4cca5666eaf5c709,8,air_4cca5666eaf5c709,2016-01-13,31
2016-01-24,air_4cca5666eaf5c709,8,air_4cca5666eaf5c709,2016-01-24,43
2016-11-20,air_4cca5666eaf5c709,8,air_4cca5666eaf5c709,2016-11-20,44
2017-01-20,air_fa12b40b02fecfd8,8,air_fa12b40b02fecfd8,2017-01-20,16
2017-02-12,air_fa12b40b02fecfd8,8,air_fa12b40b02fecfd8,2017-02-12,21
2017-02-16,air_fa12b40b02fecfd8,8,air_fa12b40b02fecfd8,2017-02-16,11
2017-04-20,air_fa12b40b02fecfd8,8,air_fa12b40b02fecfd8,2017-04-20,14
2016-02-02,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-02-02,8
2016-04-21,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-04-21,8
2016-04-27,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-04-27,8
2016-05-02,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-05-02,8
2016-11-03,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-11-03,8
2016-11-09,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-11-09,8
2016-11-25,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-11-25,8
2016-12-16,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-12-16,8
2016-12-19,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2016-12-19,10
2017-01-23,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2017-01-23,8
2017-02-06,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2017-02-06,8
2017-02-18,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2017-02-18,4
2017-03-03,air_9d93d95720f2e831,8,air_9d93d95720f2e831,2017-03-03,8
2016-11-20,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2016-11-20,38
2017-01-15,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2017-01-15,32
2017-03-02,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2017-03-02,34
2017-03-15,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2017-03-15,39
2017-04-08,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2017-04-08,47
2017-04-13,air_42c9aa6d617c5057,8,air_42c9aa6d617c5057,2017-04-13,33
2016-02-04,air_7831b00996701c0f,8,air_7831b00996701c0f,2016-02-04,8
2016-03-03,air_7831b00996701c0f,8,air_7831b00996701c0f,2016-03-03,11
2016-05-30,air_7831b00996701c0f,8,air_7831b00996701c0f,2016-05-30,16
2016-11-04,air_7831b00996701c0f,8,air_7831b00996701c0f,2016-11-04,8
2016-11-24,air_7831b00996701c0f,8,air_7831b00996701c0f,2016-11-24,8
2017-01-18,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-01-18,3
2017-02-02,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-02-02,10
2017-02-14,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-02-14,8
2017-03-03,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-03-03,14
2017-03-27,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-03-27,8
2017-04-20,air_7831b00996701c0f,8,air_7831b00996701c0f,2017-04-20,8
2016-01-23,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-01-23,17
2016-02-28,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-02-28,27
2016-03-17,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-03-17,14
2016-04-24,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-04-24,31
2016-04-29,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-04-29,14
2016-05-07,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-05-07,22
2016-11-19,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2016-11-19,17
2017-01-03,air_6c91a28278a16f64,8,air_6c91a28278a16f64,2017-01-03,20
2016-11-04,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-11-04,17
2016-11-18,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-11-18,23
2016-11-22,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-11-22,36
2016-12-02,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-12-02,20
2016-12-07,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-12-07,13
2016-12-14,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2016-12-14,13
2017-01-24,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2017-01-24,19
2017-02-28,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2017-02-28,23
2017-03-26,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2017-03-26,17
2017-04-19,air_ecf7f141339f1d57,8,air_ecf7f141339f1d57,2017-04-19,21
2016-01-24,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2016-01-24,16
2016-02-22,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2016-02-22,15
2016-02-28,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2016-02-28,10
2016-04-24,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2016-04-24,23
2016-10-30,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2016-10-30,16
2017-02-05,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2017-02-05,12
2017-04-01,air_8093d0b565e9dbdf,8,air_8093d0b565e9dbdf,2017-04-01,18
2016-03-27,air_1653a6c513865af3,8,air_1653a6c513865af3,2016-03-27,45
2016-11-23,air_1653a6c513865af3,8,air_1653a6c513865af3,2016-11-23,54
2016-01-08,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-01-08,13
2016-01-16,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-01-16,19
2016-02-26,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-02-26,27
2016-03-25,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-03-25,11
2016-03-26,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-03-26,28
2016-11-17,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2016-11-17,27
2017-03-04,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2017-03-04,25
2017-03-20,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2017-03-20,28
2017-04-21,air_632ba66e1f75aa28,8,air_632ba66e1f75aa28,2017-04-21,20
2016-07-09,air_b45b8e456f53942a,8,air_b45b8e456f53942a,2016-07-09,11
2016-11-18,air_b45b8e456f53942a,8,air_b45b8e456f53942a,2016-11-18,10
2016-11-22,air_b45b8e456f53942a,8,air_b45b8e456f53942a,2016-11-22,11
2017-03-06,air_b45b8e456f53942a,8,air_b45b8e456f53942a,2017-03-06,11
2017-03-11,air_b45b8e456f53942a,8,air_b45b8e456f53942a,2017-03-11,30
2017-01-17,air_4beac252540f865e,8,air_4beac252540f865e,2017-01-17,26
2017-01-22,air_4beac252540f865e,8,air_4beac252540f865e,2017-01-22,41
2017-01-25,air_4beac252540f865e,8,air_4beac252540f865e,2017-01-25,33
2017-02-05,air_4beac252540f865e,8,air_4beac252540f865e,2017-02-05,37
2016-11-16,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2016-11-16,24
2016-12-13,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2016-12-13,6
2017-01-20,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2017-01-20,13
2017-02-16,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2017-02-16,8
2017-03-04,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2017-03-04,15
2017-03-12,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2017-03-12,17
2017-04-06,air_08cb3c4ee6cd6a22,8,air_08cb3c4ee6cd6a22,2017-04-06,14
2016-01-21,air_a563896da3777078,8,air_a563896da3777078,2016-01-21,46
2016-11-25,air_a563896da3777078,8,air_a563896da3777078,2016-11-25,29
2016-12-01,air_a563896da3777078,8,air_a563896da3777078,2016-12-01,27
2016-12-16,air_a563896da3777078,8,air_a563896da3777078,2016-12-16,26
2016-12-24,air_a563896da3777078,8,air_a563896da3777078,2016-12-24,38
2016-12-26,air_a563896da3777078,8,air_a563896da3777078,2016-12-26,11
2017-02-03,air_a563896da3777078,8,air_a563896da3777078,2017-02-03,30
2017-02-22,air_a563896da3777078,8,air_a563896da3777078,2017-02-22,22
2017-03-03,air_a563896da3777078,8,air_a563896da3777078,2017-03-03,28
2017-04-21,air_a563896da3777078,8,air_a563896da3777078,2017-04-21,36
2016-01-17,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-01-17,13
2016-01-29,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-01-29,20
2016-01-30,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-01-30,26
2016-02-08,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-02-08,10
2016-02-11,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-02-11,12
2016-03-19,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-03-19,16
2016-03-30,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-03-30,17
2016-05-15,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-05-15,25
2016-10-28,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-10-28,21
2016-12-01,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-12-01,14
2016-12-16,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-12-16,19
2016-12-20,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2016-12-20,16
2017-02-16,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2017-02-16,13
2017-03-03,air_db4b38ebe7a7ceff,8,air_db4b38ebe7a7ceff,2017-03-03,20
2016-12-08,air_3980af67be35afdb,8,air_3980af67be35afdb,2016-12-08,28
2016-12-17,air_3980af67be35afdb,8,air_3980af67be35afdb,2016-12-17,20
2017-04-21,air_3980af67be35afdb,8,air_3980af67be35afdb,2017-04-21,30
2016-11-04,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-11-04,17
2016-11-12,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-11-12,9
2016-11-18,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-11-18,19
2016-11-25,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-11-25,10
2016-12-06,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-12-06,14
2016-12-23,air_9d474ec2448c700d,8,air_9d474ec2448c700d,2016-12-23,16
